"wbic","week","depth","n.vals"
1564200,21,7,2
1564200,21,8,2
1564200,21,10,2
1564200,21,11,2
1564200,23,0,2
1564200,23,1,7
1564200,23,2,6
1564200,23,3,6
1564200,23,4,6
1564200,23,5,6
1564200,23,6,3
1564200,23,7,6
1564200,23,8,6
1564200,23,9,3
1564200,23,10,6
1564200,23,11,2
1564200,24,0,2
1564200,24,1,6
1564200,24,2,5
1564200,24,3,4
1564200,24,4,5
1564200,24,5,5
1564200,24,6,3
1564200,24,7,5
1564200,24,8,5
1564200,24,9,3
1564200,24,10,5
1564200,24,11,4
1564200,25,1,4
1564200,25,2,2
1564200,25,3,2
1564200,25,4,2
1564200,25,5,2
1564200,25,6,2
1564200,25,7,2
1564200,25,8,2
1564200,25,9,2
1564200,25,10,2
1564200,25,11,2
1564200,27,1,3
1564200,27,2,2
1564200,27,3,2
1564200,27,4,2
1564200,27,5,2
1564200,27,6,2
1564200,27,7,2
1564200,27,8,2
1564200,27,9,2
1564200,27,10,2
1564200,27,11,2
1564200,28,0,2
1564200,28,1,6
1564200,28,2,5
1564200,28,3,5
1564200,28,4,5
1564200,28,5,5
1564200,28,6,3
1564200,28,7,5
1564200,28,8,5
1564200,28,9,3
1564200,28,10,5
1564200,28,11,3
1564200,29,1,9
1564200,29,2,6
1564200,29,3,6
1564200,29,4,6
1564200,29,5,6
1564200,29,6,3
1564200,29,7,6
1564200,29,8,5
1564200,29,9,3
1564200,29,10,4
1564200,30,0,2
1564200,30,1,2
1564200,30,2,2
1564200,30,3,2
1564200,30,4,2
1564200,30,5,2
1564200,30,6,2
1564200,30,7,2
1564200,30,8,2
1564200,30,9,2
1564200,30,10,2
1564200,30,11,3
1564200,31,0,3
1564200,31,1,8
1564200,31,2,6
1564200,31,3,6
1564200,31,4,6
1564200,31,5,6
1564200,31,6,4
1564200,31,7,6
1564200,31,8,6
1564200,31,9,4
1564200,31,10,6
1564200,31,11,4
1564200,32,0,5
1564200,32,1,6
1564200,32,2,5
1564200,32,3,5
1564200,32,4,5
1564200,32,5,5
1564200,32,6,4
1564200,32,7,6
1564200,32,8,5
1564200,32,9,4
1564200,32,10,6
1564200,32,11,5
1564200,32,16,2
1564200,33,1,7
1564200,33,2,5
1564200,33,3,5
1564200,33,4,5
1564200,33,5,5
1564200,33,6,3
1564200,33,7,4
1564200,33,8,5
1564200,33,9,4
1564200,33,10,4
1564200,33,11,3
1564200,34,1,3
1564200,34,2,3
1564200,34,3,3
1564200,34,4,3
1564200,34,5,3
1564200,34,7,3
1564200,34,8,3
1564200,34,10,3
1564200,35,1,3
1564200,35,2,3
1564200,35,3,3
1564200,35,4,3
1564200,35,5,3
1564200,35,7,3
1564200,35,8,4
1564200,35,10,3
1564200,36,0,2
1564200,36,1,7
1564200,36,2,5
1564200,36,3,4
1564200,36,4,5
1564200,36,5,5
1564200,36,6,4
1564200,36,7,4
1564200,36,8,5
1564200,36,9,4
1564200,36,10,4
1564200,36,11,5
1564200,37,1,3
1564200,37,2,3
1564200,37,3,3
1564200,37,4,3
1564200,37,5,3
1564200,37,6,2
1564200,37,7,3
1564200,37,8,3
1564200,37,9,2
1564200,37,10,3
1564200,37,11,3
1564200,38,1,3
1564200,38,2,2
1564200,38,3,2
1564200,38,4,2
1564200,38,5,2
1564200,38,7,2
1564200,38,8,2
1564200,38,10,2
1564200,38,11,2
1564200,39,1,2
1564200,39,2,2
1564200,39,3,2
1564200,39,4,2
1564200,39,5,2
1564200,39,7,2
1564200,39,8,2
1564200,39,10,2
1564200,39,11,2
1564200,40,1,5
1564200,40,2,3
1564200,40,3,3
1564200,40,4,3
1564200,40,5,3
1564200,40,6,3
1564200,40,7,3
1564200,40,8,3
1564200,40,9,3
1564200,40,10,3
1564200,40,11,6
1564200,43,1,2
1564200,43,2,2
1564200,43,3,2
1564200,43,4,2
1564200,43,5,2
1564200,43,7,2
1564200,43,8,2
1564200,43,10,2
1567200,36,1,3
1567200,45,1,2
1569600,20,2,2
1569600,23,1,4
1569600,23,2,4
1569600,23,3,4
1569600,23,4,4
1569600,23,5,4
1569600,23,6,4
1569600,23,7,4
1569600,23,8,4
1569600,25,1,2
1569600,25,2,2
1569600,25,3,2
1569600,25,4,2
1569600,25,5,2
1569600,25,6,2
1569600,25,7,2
1569600,25,8,2
1569600,28,1,2
1569600,28,2,2
1569600,28,3,2
1569600,28,4,2
1569600,28,5,2
1569600,28,6,2
1569600,28,7,2
1569600,29,1,3
1569600,29,2,4
1569600,29,3,3
1569600,29,4,3
1569600,29,5,3
1569600,29,6,3
1569600,29,7,3
1569600,29,8,3
1569600,29,9,2
1569600,30,1,2
1569600,30,2,2
1569600,30,3,2
1569600,30,4,2
1569600,30,5,2
1569600,30,6,2
1569600,30,7,2
1569600,30,8,2
1569600,30,9,2
1569600,32,5,2
1569600,32,8,2
1569600,33,1,3
1569600,33,2,3
1569600,33,3,3
1569600,33,4,3
1569600,33,5,3
1569600,33,6,3
1569600,33,7,3
1569600,33,8,3
1569600,33,9,3
1569600,34,1,4
1569600,34,2,4
1569600,34,3,4
1569600,34,4,4
1569600,34,5,4
1569600,34,6,3
1569600,34,7,4
1569600,34,8,4
1569600,34,9,3
1569600,40,1,3
1569600,40,2,3
1569600,40,3,3
1569600,40,4,3
1569600,40,5,3
1569600,40,6,3
1569600,40,7,3
1569600,40,8,3
1569600,40,9,2
1569900,13,1,2
1569900,13,2,2
1569900,13,3,2
1569900,13,4,2
1569900,13,5,2
1569900,13,6,2
1569900,13,7,2
1569900,13,8,2
1569900,13,9,2
1569900,15,1,3
1569900,15,2,3
1569900,15,3,3
1569900,15,4,3
1569900,15,5,3
1569900,15,6,3
1569900,15,7,3
1569900,15,8,3
1569900,15,9,3
1569900,16,1,2
1569900,16,2,2
1569900,16,3,2
1569900,16,4,2
1569900,16,5,2
1569900,16,6,2
1569900,16,7,2
1569900,16,8,2
1569900,16,9,2
1569900,17,1,4
1569900,17,2,4
1569900,17,3,4
1569900,17,4,4
1569900,17,5,4
1569900,17,6,3
1569900,17,7,4
1569900,17,8,4
1569900,17,9,3
1569900,19,1,3
1569900,19,2,3
1569900,19,3,3
1569900,19,4,3
1569900,19,5,3
1569900,19,6,3
1569900,19,7,3
1569900,19,8,3
1569900,19,9,3
1569900,20,1,3
1569900,20,2,2
1569900,20,3,3
1569900,20,4,2
1569900,20,5,3
1569900,20,6,3
1569900,20,7,2
1569900,20,8,2
1569900,20,9,2
1569900,21,1,2
1569900,21,2,2
1569900,21,3,2
1569900,21,4,2
1569900,21,5,2
1569900,21,6,2
1569900,21,7,2
1569900,21,8,2
1569900,21,9,2
1569900,23,1,2
1569900,23,2,2
1569900,23,3,2
1569900,23,4,2
1569900,23,5,2
1569900,23,6,2
1569900,23,7,2
1569900,23,8,2
1569900,23,9,2
1569900,24,1,7
1569900,24,2,7
1569900,24,3,7
1569900,24,4,7
1569900,24,5,7
1569900,24,6,6
1569900,24,7,7
1569900,24,8,7
1569900,24,9,6
1569900,25,1,3
1569900,25,2,2
1569900,25,3,3
1569900,25,4,2
1569900,25,5,3
1569900,25,6,3
1569900,25,7,2
1569900,25,8,2
1569900,25,9,2
1569900,28,1,7
1569900,28,2,7
1569900,28,3,7
1569900,28,4,7
1569900,28,5,7
1569900,28,6,6
1569900,28,7,8
1569900,28,8,7
1569900,28,9,6
1569900,29,1,3
1569900,29,2,2
1569900,29,3,3
1569900,29,4,2
1569900,29,5,3
1569900,29,6,3
1569900,29,7,2
1569900,29,8,2
1569900,29,9,2
1569900,30,1,2
1569900,30,3,2
1569900,30,5,2
1569900,30,6,2
1569900,32,1,2
1569900,32,2,2
1569900,32,3,2
1569900,32,4,2
1569900,32,5,2
1569900,32,6,2
1569900,32,7,2
1569900,32,8,2
1569900,32,9,2
1569900,33,1,8
1569900,33,2,8
1569900,33,3,8
1569900,33,4,8
1569900,33,5,8
1569900,33,6,7
1569900,33,7,8
1569900,33,8,8
1569900,33,9,7
1569900,34,1,2
1569900,34,2,2
1569900,34,3,2
1569900,34,4,2
1569900,34,5,2
1569900,34,6,2
1569900,34,7,2
1569900,34,8,2
1569900,34,9,2
1569900,37,1,5
1569900,37,2,5
1569900,37,3,5
1569900,37,4,5
1569900,37,5,5
1569900,37,6,4
1569900,37,7,5
1569900,37,8,4
1569900,37,9,4
1569900,38,1,3
1569900,38,2,3
1569900,38,3,3
1569900,38,4,3
1569900,38,5,3
1569900,38,6,3
1569900,38,7,3
1569900,38,8,3
1569900,38,9,3
1569900,39,1,3
1569900,39,3,2
1569900,39,5,2
1569900,39,6,2
1569900,41,1,3
1569900,41,3,3
1569900,41,5,3
1569900,41,6,3
1569900,42,1,3
1569900,42,2,3
1569900,42,3,3
1569900,42,4,3
1569900,42,5,3
1569900,42,6,3
1569900,42,7,3
1569900,42,8,3
1569900,42,9,3
1569900,44,1,2
1569900,44,2,2
1569900,44,3,2
1569900,44,4,2
1569900,44,5,2
1569900,44,6,2
1569900,44,7,2
1569900,44,8,2
1569900,44,9,2
1571100,16,1,2
1571100,16,5,2
1571100,17,1,2
1571100,17,3,2
1571100,17,4,2
1571100,18,1,4
1571100,18,2,2
1571100,18,3,2
1571100,18,4,3
1571100,18,5,2
1571100,20,4,2
1571100,21,1,2
1571100,23,1,6
1571100,23,2,4
1571100,23,3,3
1571100,23,4,4
1571100,23,5,3
1571100,24,1,7
1571100,24,2,5
1571100,24,3,5
1571100,24,4,6
1571100,24,5,5
1571100,27,1,4
1571100,27,2,3
1571100,27,3,2
1571100,27,4,2
1571100,27,5,3
1571100,28,1,4
1571100,28,2,2
1571100,28,3,3
1571100,28,4,4
1571100,28,5,2
1571100,30,2,2
1571100,30,4,2
1571100,30,5,2
1571100,32,1,6
1571100,32,2,3
1571100,32,3,4
1571100,32,4,4
1571100,32,5,5
1571100,33,1,5
1571100,33,2,5
1571100,33,3,3
1571100,33,4,4
1571100,33,5,2
1571100,34,1,2
1571100,34,2,3
1571100,34,3,2
1571100,34,4,3
1571100,34,5,2
1573800,14,1,2
1573800,19,1,6
1573800,19,2,3
1573800,19,3,3
1573800,19,4,3
1573800,23,0,2
1573800,23,1,3
1573800,23,2,2
1573800,23,3,2
1573800,23,4,2
1573800,24,1,4
1573800,24,2,2
1573800,24,3,2
1573800,24,4,2
1573800,25,1,2
1573800,27,4,2
1573800,29,1,6
1573800,29,2,3
1573800,29,3,3
1573800,29,4,3
1573800,30,1,2
1573800,30,2,2
1573800,30,3,2
1573800,30,4,3
1573800,32,1,2
1573800,34,1,5
1573800,34,2,3
1573800,34,3,3
1573800,34,4,3
1573800,36,1,2
1573800,38,1,4
1573800,38,2,2
1573800,38,3,2
1573800,38,4,2
1573800,40,1,2
1575700,25,1,2
1575700,28,1,2
1575700,33,1,2
1579700,21,1,2
1579700,21,2,2
1579700,21,3,2
1579700,21,4,2
1579700,21,5,2
1579700,21,6,2
1579700,23,1,2
1579700,23,2,2
1579700,23,3,2
1579700,23,4,2
1579700,23,5,2
1579700,23,6,2
1579700,23,7,2
1579700,24,1,2
1579700,24,2,2
1579700,24,3,2
1579700,24,4,2
1579700,24,5,2
1579700,24,6,2
1579700,24,7,2
1579700,28,1,4
1579700,28,2,3
1579700,28,3,3
1579700,28,4,3
1579700,28,5,3
1579700,28,6,3
1579700,28,7,3
1579700,28,8,3
1579700,30,1,2
1579700,30,2,2
1579700,30,3,2
1579700,30,4,2
1579700,30,5,2
1579700,30,6,2
1579700,30,7,2
1579700,30,8,2
1579700,31,1,2
1579700,31,2,2
1579700,31,3,2
1579700,31,4,2
1579700,31,5,2
1579700,31,6,2
1579700,31,7,2
1579700,31,8,2
1579700,33,1,2
1579700,33,7,2
1579700,33,8,2
1579700,34,1,2
1579700,34,2,2
1579700,34,3,2
1579700,34,4,2
1579700,34,5,2
1579700,34,6,2
1579700,34,7,2
1579700,35,1,6
1579700,35,2,5
1579700,35,3,5
1579700,35,4,5
1579700,35,5,4
1579700,35,6,5
1579700,35,7,5
1579700,35,8,5
1579900,9,2,2
1579900,9,10,2
1579900,16,1,4
1579900,16,11,3
1579900,17,1,5
1579900,17,2,4
1579900,17,3,4
1579900,17,4,4
1579900,17,5,4
1579900,17,7,4
1579900,17,10,3
1579900,17,11,2
1579900,18,0,2
1579900,18,1,4
1579900,18,2,2
1579900,18,3,2
1579900,18,4,2
1579900,18,5,2
1579900,18,7,2
1579900,18,10,4
1579900,18,11,3
1579900,19,1,4
1579900,19,2,4
1579900,19,3,4
1579900,19,4,4
1579900,19,5,4
1579900,19,7,4
1579900,19,10,4
1579900,19,11,2
1579900,19,12,2
1579900,23,1,2
1579900,24,0,2
1579900,24,1,3
1579900,24,2,2
1579900,24,3,2
1579900,24,4,2
1579900,24,5,2
1579900,24,7,2
1579900,24,10,2
1579900,25,1,4
1579900,25,2,2
1579900,25,3,2
1579900,25,4,2
1579900,25,5,2
1579900,25,7,2
1579900,25,10,2
1579900,25,11,2
1579900,26,1,4
1579900,26,2,3
1579900,26,3,3
1579900,26,4,3
1579900,26,5,3
1579900,26,7,3
1579900,26,10,3
1579900,27,1,3
1579900,28,0,4
1579900,28,1,8
1579900,28,2,6
1579900,28,3,6
1579900,28,4,6
1579900,28,5,6
1579900,28,6,6
1579900,28,7,6
1579900,28,8,6
1579900,28,9,6
1579900,28,10,8
1579900,28,11,11
1579900,28,12,2
1579900,29,0,3
1579900,29,1,10
1579900,29,2,8
1579900,29,3,8
1579900,29,4,8
1579900,29,5,8
1579900,29,6,3
1579900,29,7,8
1579900,29,8,4
1579900,29,9,2
1579900,29,10,7
1579900,29,11,2
1579900,29,12,3
1579900,30,1,2
1579900,31,0,2
1579900,31,7,2
1579900,32,0,4
1579900,32,1,10
1579900,32,2,9
1579900,32,3,9
1579900,32,4,11
1579900,32,5,9
1579900,32,6,9
1579900,32,7,9
1579900,32,8,8
1579900,32,9,7
1579900,32,10,9
1579900,32,11,11
1579900,32,12,2
1579900,33,0,2
1579900,33,1,9
1579900,33,2,5
1579900,33,3,5
1579900,33,4,5
1579900,33,5,5
1579900,33,6,2
1579900,33,7,5
1579900,33,8,2
1579900,33,9,3
1579900,33,10,5
1579900,33,11,5
1579900,34,1,6
1579900,34,2,5
1579900,34,3,5
1579900,34,4,5
1579900,34,5,5
1579900,34,7,5
1579900,34,10,5
1579900,34,12,2
1579900,35,3,2
1579900,36,1,5
1579900,36,2,5
1579900,36,3,5
1579900,36,4,6
1579900,36,5,5
1579900,36,6,4
1579900,36,7,5
1579900,36,8,5
1579900,36,9,4
1579900,36,10,5
1579900,36,11,3
1579900,37,1,3
1579900,37,2,2
1579900,37,3,2
1579900,37,4,2
1579900,37,5,2
1579900,37,6,2
1579900,37,7,2
1579900,37,8,2
1579900,37,9,2
1579900,37,10,2
1579900,37,11,4
1579900,40,1,2
1579900,40,2,2
1579900,40,3,2
1579900,40,4,2
1579900,40,5,2
1579900,40,7,2
1579900,40,10,2
1579900,43,11,2
1579900,44,1,2
1580100,36,1,2
1580100,45,1,2
1580400,24,1,4
1580400,27,1,2
1580400,29,1,2
1580400,34,1,3
1581700,25,2,2
1581700,25,4,2
1581700,25,6,2
1581700,25,8,2
1581700,25,10,2
1581700,29,2,2
1581700,29,4,2
1581700,29,6,2
1581700,29,8,2
1581700,29,10,2
1581700,34,2,2
1581700,34,4,2
1581700,34,6,2
1581700,34,8,2
1581700,34,10,2
1586800,31,0,2
1586800,31,7,2
1586800,32,1,4
1586800,32,2,3
1586800,32,3,3
1586800,32,4,4
1586800,32,5,3
1586800,32,6,3
1586800,32,7,3
1586800,32,8,2
1587600,25,2,2
1587600,28,1,3
1587600,28,2,2
1587600,34,1,3
1587600,34,2,2
1588000,5,1,2
1588000,8,1,2
1588000,17,1,3
1588000,21,1,2
1588000,21,2,2
1588000,21,3,2
1588000,21,4,2
1588000,22,1,2
1588000,22,2,2
1588000,22,3,2
1588000,22,4,2
1588000,23,1,3
1588000,23,2,2
1588000,23,3,2
1588000,24,1,2
1588000,24,2,2
1588000,24,3,2
1588000,25,1,5
1588000,25,2,4
1588000,25,3,4
1588000,26,1,3
1588000,26,2,3
1588000,26,3,3
1588000,28,1,8
1588000,28,2,6
1588000,28,3,6
1588000,28,4,3
1588000,29,1,2
1588000,29,2,2
1588000,29,3,2
1588000,31,1,8
1588000,31,2,4
1588000,31,3,3
1588000,31,4,2
1588000,32,1,4
1588000,32,2,4
1588000,32,3,4
1588000,32,4,4
1588000,33,1,6
1588000,33,2,4
1588000,33,3,4
1588000,33,4,2
1588000,34,1,4
1588000,34,2,3
1588000,34,3,3
1588000,35,4,2
1588000,37,1,2
1588000,39,1,5
1588000,39,2,3
1588000,39,3,3
1588000,39,4,2
1588000,40,1,3
1588000,40,2,2
1588000,40,3,2
1588000,40,4,3
1588000,46,1,2
1588000,47,1,3
1588000,50,1,2
1588200,14,2,2
1588200,14,4,2
1588200,14,5,2
1588200,14,7,2
1588200,14,8,2
1588200,14,10,2
1588200,14,11,2
1588200,14,13,2
1588200,14,16,2
1588200,15,2,2
1588200,15,4,2
1588200,15,5,2
1588200,15,7,2
1588200,15,8,2
1588200,15,10,2
1588200,15,11,2
1588200,15,13,2
1588200,15,16,2
1588200,16,1,4
1588200,16,2,4
1588200,16,3,4
1588200,16,4,4
1588200,16,5,4
1588200,16,7,4
1588200,16,10,4
1588200,16,13,4
1588200,16,16,4
1588200,16,18,2
1588200,16,19,2
1588200,16,20,2
1588200,17,1,3
1588200,17,2,6
1588200,17,3,2
1588200,17,4,6
1588200,17,5,5
1588200,17,7,5
1588200,17,8,3
1588200,17,10,5
1588200,17,11,3
1588200,17,13,5
1588200,17,16,5
1588200,17,18,2
1588200,17,19,3
1588200,17,20,3
1588200,18,2,6
1588200,18,4,6
1588200,18,5,6
1588200,18,7,5
1588200,18,8,6
1588200,18,10,6
1588200,18,11,6
1588200,18,13,6
1588200,18,16,6
1588200,18,18,3
1588200,18,19,3
1588200,18,20,3
1588200,19,1,6
1588200,19,2,12
1588200,19,3,6
1588200,19,4,12
1588200,19,5,10
1588200,19,7,10
1588200,19,8,6
1588200,19,10,12
1588200,19,11,6
1588200,19,13,12
1588200,19,16,12
1588200,19,18,6
1588200,19,19,6
1588200,19,20,6
1588200,20,2,4
1588200,20,4,4
1588200,20,5,4
1588200,20,7,4
1588200,20,8,4
1588200,20,10,4
1588200,20,11,4
1588200,20,13,4
1588200,20,16,4
1588200,20,18,2
1588200,20,19,2
1588200,20,20,2
1588200,21,1,7
1588200,21,2,12
1588200,21,3,6
1588200,21,4,12
1588200,21,5,12
1588200,21,7,12
1588200,21,8,6
1588200,21,10,12
1588200,21,11,6
1588200,21,13,12
1588200,21,16,13
1588200,21,18,5
1588200,21,19,6
1588200,21,20,4
1588200,22,1,4
1588200,22,2,10
1588200,22,3,4
1588200,22,4,10
1588200,22,5,10
1588200,22,7,10
1588200,22,8,6
1588200,22,10,10
1588200,22,11,6
1588200,22,13,10
1588200,22,16,10
1588200,22,18,4
1588200,22,19,5
1588200,22,20,4
1588200,23,1,6
1588200,23,2,9
1588200,23,3,6
1588200,23,4,9
1588200,23,5,9
1588200,23,7,9
1588200,23,8,3
1588200,23,10,9
1588200,23,11,3
1588200,23,13,9
1588200,23,16,9
1588200,23,18,3
1588200,23,19,5
1588200,23,20,4
1588200,24,1,4
1588200,24,2,10
1588200,24,3,4
1588200,24,4,10
1588200,24,5,9
1588200,24,7,9
1588200,24,8,6
1588200,24,10,10
1588200,24,11,6
1588200,24,13,10
1588200,24,16,10
1588200,24,18,5
1588200,24,19,5
1588200,24,20,5
1588200,25,1,3
1588200,25,2,7
1588200,25,3,3
1588200,25,4,7
1588200,25,5,7
1588200,25,7,7
1588200,25,8,4
1588200,25,10,7
1588200,25,11,4
1588200,25,13,7
1588200,25,16,7
1588200,25,18,2
1588200,25,19,3
1588200,25,20,2
1588200,26,1,4
1588200,26,2,12
1588200,26,3,4
1588200,26,4,12
1588200,26,5,12
1588200,26,7,12
1588200,26,8,8
1588200,26,10,12
1588200,26,11,8
1588200,26,13,12
1588200,26,16,12
1588200,26,18,6
1588200,26,19,6
1588200,26,20,6
1588200,27,1,4
1588200,27,2,10
1588200,27,3,4
1588200,27,4,10
1588200,27,5,10
1588200,27,7,10
1588200,27,8,6
1588200,27,10,10
1588200,27,11,6
1588200,27,13,10
1588200,27,16,10
1588200,27,18,5
1588200,27,19,5
1588200,27,20,5
1588200,28,1,6
1588200,28,2,12
1588200,28,3,6
1588200,28,4,12
1588200,28,5,12
1588200,28,7,12
1588200,28,8,6
1588200,28,10,12
1588200,28,11,6
1588200,28,13,12
1588200,28,16,12
1588200,28,18,5
1588200,28,19,6
1588200,28,20,5
1588200,29,1,2
1588200,29,2,9
1588200,29,4,9
1588200,29,5,10
1588200,29,7,10
1588200,29,8,10
1588200,29,10,10
1588200,29,11,10
1588200,29,13,10
1588200,29,16,9
1588200,29,18,6
1588200,29,19,4
1588200,29,20,4
1588200,30,1,9
1588200,30,2,12
1588200,30,3,9
1588200,30,4,12
1588200,30,5,15
1588200,30,7,15
1588200,30,8,9
1588200,30,10,15
1588200,30,11,9
1588200,30,13,15
1588200,30,14,3
1588200,30,16,12
1588200,30,18,5
1588200,30,19,9
1588200,30,20,5
1588200,31,0,2
1588200,31,1,5
1588200,31,2,8
1588200,31,3,5
1588200,31,4,8
1588200,31,5,9
1588200,31,7,9
1588200,31,8,5
1588200,31,10,10
1588200,31,11,6
1588200,31,13,9
1588200,31,16,8
1588200,31,18,3
1588200,31,19,5
1588200,31,20,3
1588200,32,1,7
1588200,32,2,12
1588200,32,3,7
1588200,32,4,12
1588200,32,5,13
1588200,32,7,13
1588200,32,8,7
1588200,32,10,13
1588200,32,11,7
1588200,32,13,13
1588200,32,16,12
1588200,32,18,6
1588200,32,19,6
1588200,32,20,5
1588200,33,1,4
1588200,33,2,12
1588200,33,3,4
1588200,33,4,12
1588200,33,5,12
1588200,33,7,12
1588200,33,8,8
1588200,33,10,12
1588200,33,11,8
1588200,33,13,12
1588200,33,16,12
1588200,33,18,5
1588200,33,19,6
1588200,33,20,5
1588200,34,1,8
1588200,34,2,10
1588200,34,3,8
1588200,34,4,10
1588200,34,5,12
1588200,34,7,12
1588200,34,8,6
1588200,34,10,12
1588200,34,11,6
1588200,34,13,12
1588200,34,14,2
1588200,34,16,10
1588200,34,18,5
1588200,34,19,6
1588200,34,20,4
1588200,35,1,8
1588200,35,2,12
1588200,35,3,7
1588200,35,4,12
1588200,35,5,15
1588200,35,7,15
1588200,35,8,11
1588200,35,10,15
1588200,35,11,11
1588200,35,13,15
1588200,35,14,3
1588200,35,16,12
1588200,35,18,7
1588200,35,19,7
1588200,35,20,5
1588200,36,1,2
1588200,36,2,6
1588200,36,3,2
1588200,36,4,6
1588200,36,5,6
1588200,36,7,6
1588200,36,8,4
1588200,36,10,6
1588200,36,11,4
1588200,36,13,6
1588200,36,16,6
1588200,36,18,3
1588200,36,19,3
1588200,36,20,3
1588200,37,1,7
1588200,37,2,12
1588200,37,3,7
1588200,37,4,12
1588200,37,5,13
1588200,37,7,13
1588200,37,8,7
1588200,37,10,13
1588200,37,11,7
1588200,37,13,13
1588200,37,16,12
1588200,37,18,5
1588200,37,19,7
1588200,37,20,5
1588200,38,1,5
1588200,38,2,8
1588200,38,3,5
1588200,38,4,8
1588200,38,5,9
1588200,38,7,9
1588200,38,8,5
1588200,38,10,9
1588200,38,11,5
1588200,38,13,9
1588200,38,16,8
1588200,38,18,3
1588200,38,19,5
1588200,38,20,3
1588200,39,1,5
1588200,39,2,12
1588200,39,3,5
1588200,39,4,12
1588200,39,5,13
1588200,39,7,13
1588200,39,8,9
1588200,39,10,13
1588200,39,11,9
1588200,39,13,13
1588200,39,16,12
1588200,39,18,5
1588200,39,19,7
1588200,39,20,5
1588200,40,1,8
1588200,40,2,10
1588200,40,3,8
1588200,40,4,10
1588200,40,5,10
1588200,40,7,10
1588200,40,8,2
1588200,40,10,10
1588200,40,11,2
1588200,40,13,10
1588200,40,16,10
1588200,40,18,4
1588200,40,19,5
1588200,40,20,4
1588200,41,1,5
1588200,41,2,10
1588200,41,3,5
1588200,41,4,10
1588200,41,5,11
1588200,41,7,11
1588200,41,8,7
1588200,41,10,11
1588200,41,11,7
1588200,41,13,11
1588200,41,16,9
1588200,41,18,4
1588200,41,19,6
1588200,41,20,4
1588200,42,1,2
1588200,42,2,2
1588200,42,4,2
1588200,42,5,3
1588200,42,7,3
1588200,42,8,3
1588200,42,10,3
1588200,42,11,3
1588200,42,13,3
1588200,42,16,2
1588200,42,18,3
1588200,42,19,2
1588200,43,1,6
1588200,43,2,6
1588200,43,3,6
1588200,43,4,6
1588200,43,5,6
1588200,43,7,6
1588200,43,10,6
1588200,43,13,6
1588200,43,16,6
1588200,43,18,2
1588200,43,19,3
1588200,43,20,2
1589100,19,1,2
1589100,20,1,8
1589100,20,4,4
1589100,20,7,4
1589100,20,10,4
1589100,20,13,4
1589100,20,14,4
1589100,21,1,18
1589100,21,4,9
1589100,21,7,9
1589100,21,10,9
1589100,21,13,9
1589100,21,14,9
1589100,23,1,8
1589100,23,4,4
1589100,23,7,4
1589100,23,10,4
1589100,23,13,4
1589100,23,14,4
1589100,24,1,13
1589100,24,4,7
1589100,24,7,7
1589100,24,10,7
1589100,24,13,7
1589100,24,14,7
1589100,25,1,16
1589100,25,4,8
1589100,25,7,8
1589100,25,10,8
1589100,25,13,8
1589100,25,14,8
1589100,26,1,2
1589100,27,1,3
1589100,27,14,2
1589100,28,1,8
1589100,28,4,4
1589100,28,7,4
1589100,28,10,4
1589100,28,13,4
1589100,28,14,4
1589100,29,1,16
1589100,29,4,8
1589100,29,7,8
1589100,29,10,8
1589100,29,13,8
1589100,29,14,8
1589100,30,1,9
1589100,30,4,4
1589100,30,7,4
1589100,30,10,4
1589100,30,13,4
1589100,30,14,5
1589100,31,1,2
1589100,32,1,6
1589100,32,4,3
1589100,32,7,3
1589100,32,10,3
1589100,32,13,3
1589100,32,14,3
1589100,33,1,18
1589100,33,4,9
1589100,33,7,9
1589100,33,10,9
1589100,33,13,9
1589100,33,14,8
1589100,34,1,12
1589100,34,4,6
1589100,34,7,6
1589100,34,10,6
1589100,34,13,6
1589100,34,14,6
1589100,36,1,2
1589100,37,1,4
1589100,37,4,2
1589100,37,7,2
1589100,37,10,2
1589100,37,13,2
1589100,37,14,2
1589100,38,1,2
1589100,39,1,9
1589100,39,4,5
1589100,39,7,5
1589100,39,10,5
1589100,39,13,5
1589100,39,14,5
1589100,40,1,10
1589100,40,4,5
1589100,40,7,5
1589100,40,10,5
1589100,40,13,5
1589100,40,14,5
1589100,41,1,2
1589100,43,1,3
1590400,23,1,3
1590400,23,2,3
1590400,23,4,3
1590400,23,5,3
1590400,23,6,2
1590400,24,1,4
1590400,24,2,3
1590400,24,3,3
1590400,24,4,9
1590400,24,5,6
1590400,24,6,7
1590400,25,1,3
1590400,25,2,3
1590400,25,3,3
1590400,25,4,4
1590400,25,5,3
1590400,25,6,3
1590400,28,1,4
1590400,28,2,2
1590400,28,3,5
1590400,28,4,6
1590400,28,5,4
1590400,28,6,3
1590400,29,1,3
1590400,29,2,3
1590400,29,3,3
1590400,29,4,4
1590400,29,5,3
1590400,29,6,3
1590400,30,1,2
1590400,30,2,2
1590400,30,3,2
1590400,30,4,4
1590400,30,5,2
1590400,30,6,3
1590400,33,1,7
1590400,33,2,10
1590400,33,3,9
1590400,33,4,11
1590400,33,5,9
1590400,33,6,8
1590400,36,1,2
1590400,36,4,2
1590400,36,5,3
1590400,36,6,3
1590400,37,1,3
1590400,37,2,3
1590400,37,3,3
1590400,37,4,4
1590400,37,5,3
1590400,37,6,3
1591100,24,1,2
1591100,25,12,2
1591100,27,12,2
1591100,31,12,2
1591100,40,11,2
1592000,21,1,2
